ID,Title,Org,"Using scientific discoveries to inform design practice is an important, but difficult, objective in HCI. In this paper, we provide an overview of Translational Science in HCI by triangulating literature related to the research-practice gap with interview data from many parties engaged (or not) in translating HCI knowledge. We propose a model for Translational Science in HCI based on the concept of a continuum to describe how knowledge progresses (or stalls) through multiple steps and translations until it can influence design practice. The model offers a conceptual framework that can be used by researchers and practitioners to visualize and describe the progression of HCI knowledge through a sequence of translations. Additionally, the model may facilitate a precise identification of translational barriers, which allows devising more effective strategies to increase the use of scientific findings in design practice."
698,Sensory Alignment in Immersive Entertainment,University of Nottingham,
267,GameViews: Understanding and Supporting Data-driven Sports Storytelling,University of Notre Dame,
548,NVGaze: An Anatomically-Informed Dataset for Low-Latency Near-Eye Gaze Estimation,University of North Carolina - Chapel Hill,
248,The Design of Social Drones: A Review of Studies on Autonomous Flyers in Inhabited Environments,University of New South Wales,
317,Healthy Lies: The Effects of Misrepresenting Player Health Data on Experience Behavior and Performance,University of New Brunswick,
317,Healthy Lies: The Effects of Misrepresenting Player Health Data on Experience Behavior and Performance,University of New Brunswick,
352,The Effect of Field-of-View Restriction on Sex Bias in VR Sickness and Spatial Navigation Performance,University of Nevada,
538,Do People Consume the News they Trust?: Incidental News Usage and the High-Choice Media Environment,University of Missouri,
447,Beyond Tutoring: Opportunities for Intergenerational Mentorship at a Community Level,University of Minnesota,
557,Explaining Decision-Making Algorithms through UI: Strategies to Help Non-Expert Stakeholders,University of Minnesota,
557,Explaining Decision-Making Algorithms through UI: Strategies to Help Non-Expert Stakeholders,University of Minnesota,
557,Explaining Decision-Making Algorithms through UI: Strategies to Help Non-Expert Stakeholders,University of Minnesota,
640,Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory,University of Michigan & National Tsing Hua University,
62,Project Sidewalk: A Web-based Crowdsourcing Tool for Collecting Sidewalk Accessibility Data At Scale,University of Michigan,
65,Increasing the Transparency of Research Papers with Explorable Multiverse Analyses,University of Michigan,
85,Towards an Effective Digital Literacy Intervention to Assist Returning Citizens with Job Search,University of Michigan,
98,Design and Evaluation of Service Robot's Proactivity in Decision-Making Support Process,University of Michigan,
107,Supporting Coping with Parkinson's Disease Through Self Tracking,University of Michigan,
119,My blood sugar is higher on the weekends: Finding a Role for Context and Context-Awareness in the Design of Health Self-Management Technology,University of Michigan,
137,What Happens After Disclosing Stigmatized Experiences on Identified Social Media: Individual Dyadic and Social/Network Outcomes,University of Michigan,
192,You 'Might' Be Affected: An Empirical Analysis of Readability and Usability Issues in Data Breach Notifications,University of Michigan,
193,Understanding Trust Transportation and Accessibility through Ridesharing,University of Michigan,
200,Decision-Making Under Uncertainty in Research Synthesis: Designing for the Garden of Forking Paths,University of Michigan,
240,Impulse Buying: Design Practices and Consumer Needs,University of Michigan,
308,On the Usability of HTTPS Deployment,University of Michigan,
308,On the Usability of HTTPS Deployment,University of Michigan,
330,Vocal Shortcuts for Creative Experts,University of Michigan,
331,Rumors and Collective Sensemaking: Managing Ambiguity in an Informal Marketplace,University of Michigan,
353,Implementing Multi-Touch Gestures with Touch Groups and Cross Events,University of Michigan,
396,Affinity Lens: Data-Assisted Affinity Diagramming with Augmented Reality,University of Michigan,
396,Affinity Lens: Data-Assisted Affinity Diagramming with Augmented Reality,University of Michigan,
467,Making Well-being: Exploring the Role of Makerspaces in Long Term Care Facilities,University of Michigan,
477,Some Prior(s) Experience Necessary: Templates for Getting Started With Bayesian Analysis,University of Michigan,
477,Some Prior(s) Experience Necessary: Templates for Getting Started With Bayesian Analysis,University of Michigan,
492,User Attitudes towards Algorithmic Opacity and Transparency in Online Reviewing Platforms,University of Michigan,
516,Put Your Warning Where Your Link Is: Improving and Evaluating Email Phishing Warnings,University of Michigan,
535,What is Mixed Reality?,University of Michigan,
535,What is Mixed Reality?,University of Michigan,
576,DreamGigs: Designing a Tool to Empower Low-Resource Job Seekers,University of Michigan,
592,It's My Data! Tensions Among Stakeholders of a Learning Analytics Dashboard,University of Michigan,
594,360proto: Making Interactive Virtual Reality & Augmented Reality Prototypes from Paper,University of Michigan,
640,Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory,University of Michigan,
640,Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory,University of Michigan,
640,Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory,University of Michigan,
640,Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory,University of Michigan,
640,Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory,University of Michigan,
647,Online Grocery Delivery Services: An Opportunity to Address Food Disparities in Transportation-scarce Areas,University of Michigan,
659,Breakdowns in Home-School Collaboration for Behavioral Intervention,University of Michigan,
51,Context-Informed Scheduling and Analysis: Improving Accuracy of Mobile Self-Reports,University of Melbourne,
51,Context-Informed Scheduling and Analysis: Improving Accuracy of Mobile Self-Reports,University of Melbourne,
232,What's Happening at that Hip?: Evaluating an On-body Projection based Augmented Reality System for Physiotherapy Classroom,University of Melbourne,
232,What's Happening at that Hip?: Evaluating an On-body Projection based Augmented Reality System for Physiotherapy Classroom,University of Melbourne,
283,Can Mobile Augmented Reality Stimulate a Honeypot Effect? Observations from Santa's Lil Helper,University of Melbourne,
392,A Tale of Two Perspectives: A Conceptual Framework of User Expectations and Experiences of Instructional Fitness Apps,University of Melbourne,
462,Continuous Alertness Assessments: Using EOG Glasses to Unobtrusively Monitor Fatigue Levels In-The-Wild,University of Melbourne,
574,HeatCraft: Designing Playful Experiences with Ingestible Sensors via Localized Thermal Stimuli,University of Melbourne,
584,Continuous Evaluation of Video Lectures from Real-Time Difficulty Self-Report,University of Melbourne,
346,Lost in Style: Gaze-driven Adaptive Aid for VR Navigation,University of Massachusetts Boston,
552,Pose-Guided Level Design,University of Massachusetts,
619,Audible Panorama: Automatic Spatial Audio Generation for Panorama Imagery,University of Massachusetts,
411,ORC Layout: Adaptive GUI Layout with OR-Constraints,University of Maryland College Park & Google,
113,Thermporal: An Easy-To-Deploy Temporal Thermographic Sensor System to Support Residential Energy Audits,University of Maryland College Park,
115,(Re-)Framing Menopause Experiences for HCI and Design,University of Maryland College Park,
190,Ranked-List Visualization: A Graphical Perception Study,University of Maryland College Park,
190,Ranked-List Visualization: A Graphical Perception Study,University of Maryland College Park,
305,Privacy and Security Considerations For Digital Technology Use in Elementary Schools,University of Maryland College Park,
305,Privacy and Security Considerations For Digital Technology Use in Elementary Schools,University of Maryland College Park,
334,Hands Holding Clues for Object Recognition in Teachable Machines,University of Maryland College Park,
411,ORC Layout: Adaptive GUI Layout with OR-Constraints,University of Maryland College Park,
478,Parting the Red Sea: Sociotechnical Systems and Lived Experiences of Menopause,University of Maryland College Park,
523,Does Being Verified Make You More Credible? Account Verification's Effect on Tweet Credibility,University of Maryland College Park,
525,#HandsOffMyADA: A Twitter Response to the ADA Education and Reform Act,University of Maryland College Park,
590,Co-Designing Food Trackers with Dietitians: Identifying Design Opportunities for Food Tracker Customization,University of Maryland College Park,
613,Understanding Personal Productivity: How Knowledge Workers Define Evaluate and Reflect on Their Productivity,University of Maryland College Park,
614,Vistribute: Distributing Interactive Visualizations in Dynamic Multi-Device Setups,University of Maryland College Park,
661,Shape Structuralizer: Design Fabrication and User-driven Iterative Refinement of 3D Mesh Models,University of Maryland College Park,
683,Geollery: A Mixed Reality Social Media Platform,University of Maryland College Park,
62,Project Sidewalk: A Web-based Crowdsourcing Tool for Collecting Sidewalk Accessibility Data At Scale,University of Maryland,
62,Project Sidewalk: A Web-based Crowdsourcing Tool for Collecting Sidewalk Accessibility Data At Scale,University of Maryland,
62,Project Sidewalk: A Web-based Crowdsourcing Tool for Collecting Sidewalk Accessibility Data At Scale,University of Maryland,
151,Pretty Close to a Must-Have: Balancing Usability Desire and Security Concern in Biometric Adoption,University of Maryland,
341,Upside and Downside Risk in Online Security for Older Adults with Mild Cognitive Impairment,University of Maryland,
609,Communication Cost of Single-user Gesturing Tool in Laparoscopic Surgical Training,University of Maryland,
609,Communication Cost of Single-user Gesturing Tool in Laparoscopic Surgical Training,University of Maryland,
609,Communication Cost of Single-user Gesturing Tool in Laparoscopic Surgical Training,University of Maryland,
102,Finding Information on Non-Rectangular Interfaces,University of Manitoba,
338,"Beyond ""One-Size-Fits-All"": Understanding the Diversity in How Software Newcomers Discover and Make Use of Help Resources",University of Manitoba,
