ID,Title,Authors,Org
49,A Practice-Led Account of the Conceptual Evolution of UX Knowledge, Yubo Kou (Florida State University),Florida State University
49,A Practice-Led Account of the Conceptual Evolution of UX Knowledge, Colin M. Gray (Purdue University),Purdue University
50,Understanding Visual Cues in Visualizations Accompanied by Audio Narrations, Ha-Kyung Kong,University of Illinois at Urbana-Champaign
50,Understanding Visual Cues in Visualizations Accompanied by Audio Narrations, Wenjie Zhu (University of Illinois at Urbana-Champaign),University of Illinois at Urbana-Champaign
50,Understanding Visual Cues in Visualizations Accompanied by Audio Narrations, Zhicheng Liu (Adobe Research),Adobe Research
50,Understanding Visual Cues in Visualizations Accompanied by Audio Narrations, Karrie Karahalios (Adobe Research & University of Illinois at Urbana-Champaign),Adobe Research & University of Illinois at Urbana-Champaign
51,Context-Informed Scheduling and Analysis: Improving Accuracy of Mobile Self-Reports, Niels van Berkel,The University of Melbourne
51,Context-Informed Scheduling and Analysis: Improving Accuracy of Mobile Self-Reports, Jorge Goncalves,The University of Melbourne
51,Context-Informed Scheduling and Analysis: Improving Accuracy of Mobile Self-Reports, Peter Koval (The University of Melbourne),The University of Melbourne
51,Context-Informed Scheduling and Analysis: Improving Accuracy of Mobile Self-Reports, Simo Hosio (University of Oulu),University of Oulu
51,Context-Informed Scheduling and Analysis: Improving Accuracy of Mobile Self-Reports, Tilman Dingler (University of Melbourne),University of Melbourne
51,Context-Informed Scheduling and Analysis: Improving Accuracy of Mobile Self-Reports, Denzil Ferreira (University of Oulu),University of Oulu
51,Context-Informed Scheduling and Analysis: Improving Accuracy of Mobile Self-Reports, Vassilis Kostakos (University of Melbourne),University of Melbourne
52,BBeep: A Sonic Collision Avoidance System for Blind Travellers and Nearby Pedestrians, Seita Kayukawa (Carnegie Mellon University),Carnegie Mellon University
52,BBeep: A Sonic Collision Avoidance System for Blind Travellers and Nearby Pedestrians, Keita Higuchi (University of Tokyo),University of Tokyo
52,BBeep: A Sonic Collision Avoidance System for Blind Travellers and Nearby Pedestrians, Joao Guerreiro (Carnegie Mellon University),Carnegie Mellon University
52,BBeep: A Sonic Collision Avoidance System for Blind Travellers and Nearby Pedestrians, Shigeo Morishima (Waseda Research Institute for Science and Engineering),Waseda Research Institute for Science and Engineering
52,BBeep: A Sonic Collision Avoidance System for Blind Travellers and Nearby Pedestrians, Yoichi Sato (University of Tokyo),University of Tokyo
52,BBeep: A Sonic Collision Avoidance System for Blind Travellers and Nearby Pedestrians, Kris Kitani (Carnegie Mellon University),Carnegie Mellon University
52,BBeep: A Sonic Collision Avoidance System for Blind Travellers and Nearby Pedestrians, Chieko Asakawa (Carnegie Mellon University & IBM Research),Carnegie Mellon University & IBM Research
53,From Gender Biases to Gender-Inclusive Design: An Empirical Investigation, Mihaela Vorvoreanu (Microsoft Research & Purdue University),Microsoft Research & Purdue University
53,From Gender Biases to Gender-Inclusive Design: An Empirical Investigation, Lingyi Zhang,Purdue University
53,From Gender Biases to Gender-Inclusive Design: An Empirical Investigation, Yun-Han Huang (Purdue University),Purdue University
53,From Gender Biases to Gender-Inclusive Design: An Empirical Investigation, Claudia Hilderbrand,Oregon State University
53,From Gender Biases to Gender-Inclusive Design: An Empirical Investigation, Zoe Steine-Hanson,Oregon State University
53,From Gender Biases to Gender-Inclusive Design: An Empirical Investigation, Margaret Burnett (Oregon State University),Oregon State University
54,How to Work in the Car of the Future? A Neuroergonomical Study Assessing Concentration Performance and Workload Based on Subjective Behavioral and Neurophysiological Insights, Kathrin Pollmann (University of Stuttgart & Fraunhofer Institute for Industrial Engineering IAO),University of Stuttgart & Fraunhofer Institute for Industrial Engineering IAO
54,How to Work in the Car of the Future? A Neuroergonomical Study Assessing Concentration Performance and Workload Based on Subjective Behavioral and Neurophysiological Insights, Oilver Stefani (Psychiatric University Clinics),Psychiatric University Clinics
54,How to Work in the Car of the Future? A Neuroergonomical Study Assessing Concentration Performance and Workload Based on Subjective Behavioral and Neurophysiological Insights, Amelie Bengsch,Fraunhofer Insitute for Industrial Engineering IAO
54,How to Work in the Car of the Future? A Neuroergonomical Study Assessing Concentration Performance and Workload Based on Subjective Behavioral and Neurophysiological Insights, Matthias Peissner (Fraunhofer Insitute for Industrial Engineering IAO),Fraunhofer Insitute for Industrial Engineering IAO
54,How to Work in the Car of the Future? A Neuroergonomical Study Assessing Concentration Performance and Workload Based on Subjective Behavioral and Neurophysiological Insights, Mathias Vukelic (Fraunhofer Institute for Industrial Engineering IAO & University of Stuttgart),Fraunhofer Institute for Industrial Engineering IAO & University of Stuttgart
55,Sensing Posture-Aware Pen+Touch Interaction on Tablets, Yang Zhang (Microsoft Research & Carnegie Mellon University),Microsoft Research & Carnegie Mellon University
55,Sensing Posture-Aware Pen+Touch Interaction on Tablets, Michel Pahud,Microsoft Research
55,Sensing Posture-Aware Pen+Touch Interaction on Tablets, Christian Holz (Microsoft Research),Microsoft Research
55,Sensing Posture-Aware Pen+Touch Interaction on Tablets, Haijun Xia (Microsoft Research & University of Toronto),Microsoft Research & University of Toronto
55,Sensing Posture-Aware Pen+Touch Interaction on Tablets, Gierad Laput (Microsoft Research & Carnegie Mellon University),Microsoft Research & Carnegie Mellon University
55,Sensing Posture-Aware Pen+Touch Interaction on Tablets, Michael McGuffin (Microsoft Research & ecole de Technologie Superieure),Microsoft Research & ecole de Technologie Superieure
55,Sensing Posture-Aware Pen+Touch Interaction on Tablets, Xiao Tu,Microsoft Research
55,Sensing Posture-Aware Pen+Touch Interaction on Tablets, Andrew Mittereder,Microsoft Research
55,Sensing Posture-Aware Pen+Touch Interaction on Tablets, Fei Su,Microsoft Research
55,Sensing Posture-Aware Pen+Touch Interaction on Tablets, William Buxton,Microsoft Research
55,Sensing Posture-Aware Pen+Touch Interaction on Tablets, Ken Hinckley (Microsoft Research),Microsoft Research
56,VirtualBricks: Exploring a Scalable Modular Toolkit for Enabling Physical Manipulation in VR, Jatin Arora,Indraprastha Institute of Information Technology
56,VirtualBricks: Exploring a Scalable Modular Toolkit for Enabling Physical Manipulation in VR, Aryan Saini,Indraprastha Institute of Information Technology
56,VirtualBricks: Exploring a Scalable Modular Toolkit for Enabling Physical Manipulation in VR, Nirmita Mehra,Indraprastha Institute of Information Technology
56,VirtualBricks: Exploring a Scalable Modular Toolkit for Enabling Physical Manipulation in VR, Varnit Jain,Indraprastha Institute of Information Technology
56,VirtualBricks: Exploring a Scalable Modular Toolkit for Enabling Physical Manipulation in VR, Shwetank Shrey,Indraprastha Institute of Information Technology
56,VirtualBricks: Exploring a Scalable Modular Toolkit for Enabling Physical Manipulation in VR, Aman Parnami,Indraprastha Institute of Information Technology
56,VirtualBricks: Exploring a Scalable Modular Toolkit for Enabling Physical Manipulation in VR, (Indraprastha Institute of Information Technology),Indraprastha Institute of Information Technology
57,Painting with CATS: Camera-Aided Texture Synthesis, Ticha Sethapakdi,Carnegie Mellon University
57,Painting with CATS: Camera-Aided Texture Synthesis, James McCann (Carnegie Mellon University),Carnegie Mellon University
58,A Comparison of Guiding Techniques for Out-of-View Objects in Full-Coverage Displays, Julian Petford,University of St Andrews
58,A Comparison of Guiding Techniques for Out-of-View Objects in Full-Coverage Displays, Iain Carson,University of St Andrews
58,A Comparison of Guiding Techniques for Out-of-View Objects in Full-Coverage Displays, Miguel A. Nacenta (University of St Andrews),University of St Andrews
58,A Comparison of Guiding Techniques for Out-of-View Objects in Full-Coverage Displays, Carl Gutwin (University of Saskatchewan),University of Saskatchewan
59,An Evaluation of Radar Metaphors for Providing Directional Stimuli Using Non-Verbal Sound, Brendan Cassidy,University of Central Lancashire
59,An Evaluation of Radar Metaphors for Providing Directional Stimuli Using Non-Verbal Sound, Janet C. Read (University of Central Lancashire),University of Central Lancashire
59,An Evaluation of Radar Metaphors for Providing Directional Stimuli Using Non-Verbal Sound, I. Scott MacKenzie (York University),York University
60,Integrated Workflows: Generating Feedback Between Digital and Physical Realms, Emrecan Gulay,Aalto University
60,Integrated Workflows: Generating Feedback Between Digital and Physical Realms, Andres Lucero (Aalto University),Aalto University
61,Hackathons as Participatory Design: Iterating Feminist Utopias, Alexis Hope (Massachusetts Institute of Technology),Massachusetts Institute of Technology
61,Hackathons as Participatory Design: Iterating Feminist Utopias, Catherine D'Ignazio (Emerson College),Emerson College
61,Hackathons as Participatory Design: Iterating Feminist Utopias, Josephine Hoy (University of Washington),University of Washington
61,Hackathons as Participatory Design: Iterating Feminist Utopias, Rebecca Michelson (Independent Researcher),Independent Researcher
61,Hackathons as Participatory Design: Iterating Feminist Utopias, Jennifer Roberts (Versed Education Group),Versed Education Group
61,Hackathons as Participatory Design: Iterating Feminist Utopias, Kate Krontiris (Independent Researcher),Independent Researcher
61,Hackathons as Participatory Design: Iterating Feminist Utopias, Ethan Zuckerman (Massachusetts Institute of Technology),Massachusetts Institute of Technology
62,Project Sidewalk: A Web-based Crowdsourcing Tool for Collecting Sidewalk Accessibility Data At Scale, Manaswi Saha,University of Washington
62,Project Sidewalk: A Web-based Crowdsourcing Tool for Collecting Sidewalk Accessibility Data At Scale, Michael Saugstad (University of Washington),University of Washington
62,Project Sidewalk: A Web-based Crowdsourcing Tool for Collecting Sidewalk Accessibility Data At Scale, Hanuma Teja Maddali (University of Maryland),University of Maryland
62,Project Sidewalk: A Web-based Crowdsourcing Tool for Collecting Sidewalk Accessibility Data At Scale, Aileen Zeng (University of Washington),University of Washington
62,Project Sidewalk: A Web-based Crowdsourcing Tool for Collecting Sidewalk Accessibility Data At Scale, Ryan Holland (Montgomery Blair High School),Montgomery Blair High School
62,Project Sidewalk: A Web-based Crowdsourcing Tool for Collecting Sidewalk Accessibility Data At Scale, Steven Bower,University of Maryland
62,Project Sidewalk: A Web-based Crowdsourcing Tool for Collecting Sidewalk Accessibility Data At Scale, Aditya Dash (University of Maryland),University of Maryland
62,Project Sidewalk: A Web-based Crowdsourcing Tool for Collecting Sidewalk Accessibility Data At Scale, Sage Chen (University of Michigan),University of Michigan
62,Project Sidewalk: A Web-based Crowdsourcing Tool for Collecting Sidewalk Accessibility Data At Scale, Anthony Li (University of Maryland),University of Maryland
